bodyId_post,class,celltypePredictedNt,predictedNtProb,hemilineage,modality,size,type_post,downstream,upstream,description
13052,ascending neuron,acetylcholine,0.8832308650016785,01A,chemosensory_unknown,1662765480,AN01A021,7491,6524,"aV, mainly contra"
13516,intrinsic neuron,gaba,0.7420854568481445,00A,chemosensory_unknown,1684722581,IN00A024,8052,2759,-
13709,intrinsic neuron,acetylcholine,0.8799465298652649,12A,-,855153121,IN12A048,3489,1399,-
13912,intrinsic neuron,acetylcholine,0.9242687821388245,01A,tactile_unknown,994672508,IN01A048,6665,4740,-
14040,intrinsic neuron,acetylcholine,0.9418187737464905,01A,chemosensory_unknown,574242363,IN01A061,2547,3272,aV mostly contra
14087,intrinsic neuron,acetylcholine,0.93626868724823,TBD,tactile_unknown,668929070,INXXX331,3277,1252,-
14188,intrinsic neuron,acetylcholine,0.9583793878555298,01A,chemosensory_unknown,527960741,IN01A061,1975,2847,"aV, contra only, was: A5"
14312,intrinsic neuron,acetylcholine,0.9229669570922852,01A,tactile_unknown,705100975,IN01A048,4519,3389,aV mainly contra
14348,intrinsic neuron,gaba,0.7114673256874084,TBD,unknown,563003127,INXXX332,2376,1707,post aV; 13B?
14402,intrinsic neuron,acetylcholine,0.9262948036193848,01A,tactile_unknown,723199632,IN01A048,5227,3148,aV mostly contra
14487,ascending neuron,acetylcholine,0.9574224352836609,TBD,chemosensory_unknown,1171534908,ANXXX196,3657,4066,-
14703,intrinsic neuron,acetylcholine,0.9558045864105225,01A,tactile_unknown,1099547437,IN01A048,6802,4328,aV
14959,intrinsic neuron,acetylcholine,0.9482380747795105,23B,mixed,819736049,IN23B032,4479,3907,23B in T3 LHS
14959,intrinsic neuron,acetylcholine,0.9482380747795105,23B,mixed,819736049,IN23B032,4479,3907,23B in T3 LHS
14961,ascending neuron,acetylcholine,0.9152259826660156,09B,chemosensory_unknown,2194236769,AN09B018,6685,8039,arbours almost completely contralateral to soma
14961,ascending neuron,acetylcholine,0.9152259826660156,09B,chemosensory_unknown,2194236769,AN09B018,6685,8039,arbours almost completely contralateral to soma
15017,intrinsic neuron,acetylcholine,0.9118484258651733,TBD,mixed,1059795669,INXXX224,5177,1724,crosses in aV
15058,intrinsic neuron,acetylcholine,0.9361292719841003,TBD,-,888090095,INXXX231,5326,2336,-
15267,intrinsic neuron,acetylcholine,0.8654783368110657,01A,tactile_unknown,738065691,IN01A048,5357,3689,aV mostly contra
15363,ascending neuron,acetylcholine,0.9419374465942383,09B,chemosensory_unknown,1355027248,AN09B018,2801,3496,-
15363,ascending neuron,acetylcholine,0.9419374465942383,09B,chemosensory_unknown,1355027248,AN09B018,2801,3496,-
15760,intrinsic neuron,gaba,0.7734110355377197,00A,chemosensory_unknown,617566132,IN00A033,3143,1404,could be midline
15799,intrinsic neuron,acetylcholine,0.9461296200752258,01A,chemosensory_unknown,549128598,IN01A059,1943,2926,"aV, contra only"
15915,sensory neuron,acetylcholine,0.5494201183319092,-,chemosensory,307115538,SNch01,2947,260,-
15920,ascending neuron,acetylcholine,0.8605040311813354,09B,chemosensory_unknown,900485673,AN09B018,1464,2459,-
15930,intrinsic neuron,acetylcholine,0.9444434642791748,01A,-,920724694,IN01A044,4273,2164,-
16071,intrinsic neuron,acetylcholine,0.9306089282035828,01A,chemosensory_unknown,630840975,IN01A061,2907,3765,"aV, mainly contra"
16084,intrinsic neuron,gaba,0.8726853728294373,TBD,-,788893095,INXXX305,6241,2024,was: group 16084
16442,intrinsic neuron,acetylcholine,0.8985395431518555,TBD,unknown,1931294376,INXXX100,9148,9103,-
16577,intrinsic neuron,gaba,0.837509036064148,05B,mixed,917329218,IN05B028,3292,4140,-
16825,intrinsic neuron,gaba,0.4790058434009552,00A,-,1054597913,IN00A017,4626,2279,may be midline rather than RHS
17090,intrinsic neuron,gaba,0.8509385585784912,TBD,unknown,887479189,INXXX253,4022,4553,-
17201,intrinsic neuron,acetylcholine,0.9299829006195068,12A,-,781882510,IN12A039,3620,1090,-
17390,intrinsic neuron,glutamate,0.6813772916793823,02A,chemosensory_unknown,393240481,IN02A044,1464,787,aV; was: A4
17460,intrinsic neuron,gaba,0.8187111616134644,TBD,unknown,914370652,INXXX253,3971,4850,-
17477,intrinsic neuron,gaba,0.639743447303772,00A,chemosensory_unknown,645619627,IN00A024,3292,1381,-
17509,intrinsic neuron,acetylcholine,0.9092310070991516,03A,-,718034141,IN03A055,4761,1735,3A in T3 LHS
17521,intrinsic neuron,acetylcholine,0.9281156659126282,03A,-,942640539,IN03A052,3101,1480,3A in T2 LHS
17733,ascending neuron,gaba,0.883237898349762,05B,proprioceptive_tactile,743873684,AN05B058,2410,2378,5B in T1 LHS; 1st pass ECM
18229,intrinsic neuron,acetylcholine,0.9477362036705017,01A,chemosensory_unknown,686523994,IN01A059,3226,4460,aV
18660,intrinsic neuron,gaba,0.8622843623161316,05B,mixed,750761669,IN05B028,2424,3317,was: A4
18706,intrinsic neuron,acetylcholine,0.9096922278404236,01A,chemosensory_unknown,646886107,IN01A061,3038,3653,"aV, mainly contra"
18951,sensory neuron,acetylcholine,0.8415606617927551,-,chemosensory,437212911,SNch01,3094,440,-
18951,sensory neuron,acetylcholine,0.8415606617927551,-,chemosensory,437212911,SNch01,3094,440,-
19241,intrinsic neuron,acetylcholine,0.9262809157371521,01A,chemosensory_unknown,609021008,IN01A045,4455,2036,"was: A3; aV, ipsi ventral dendrites, contra axon"
19264,intrinsic neuron,acetylcholine,0.932237446308136,01A,chemosensory_unknown,603217410,IN01A045,4193,2154,"was: A3; aV, ipsi ventral dendrites, contra axon"
19989,intrinsic neuron,acetylcholine,0.6719168424606323,01A,chemosensory_unknown,592604505,IN01A045,2593,2109,ant aV
20129,ascending neuron,acetylcholine,0.8794668316841125,09B,chemosensory_unknown,1060795929,AN09B018,1779,3361,-
20129,ascending neuron,acetylcholine,0.8794668316841125,09B,chemosensory_unknown,1060795929,AN09B018,1779,3361,-
20394,intrinsic neuron,gaba,0.840580403804779,TBD,tactile_unknown,553221735,INXXX429,2338,2742,-
20558,intrinsic neuron,acetylcholine,0.9102005362510681,01A,chemosensory_unknown,529772843,IN01A059,2426,3262,aV contra
20574,intrinsic neuron,gaba,0.7167448401451111,00A,chemosensory_unknown,717543091,IN00A024,3447,1052,was: 14A
20669,intrinsic neuron,acetylcholine,0.8574352860450745,03A,-,527714949,IN03A082,2690,1492,3A in T3 LHS
20804,intrinsic neuron,gaba,0.8381004333496094,TBD,-,643587230,INXXX287,2943,2741,-
21008,intrinsic neuron,glutamate,0.8320077657699585,02A,chemosensory_unknown,503360264,IN02A044,1721,933,aV
21773,sensory neuron,acetylcholine,0.7911351323127747,-,chemosensory,502007823,SNch01,3716,556,-
21773,sensory neuron,acetylcholine,0.7911351323127747,-,chemosensory,502007823,SNch01,3716,556,-
21781,intrinsic neuron,gaba,0.8855622410774231,TBD,-,609149585,INXXX287,2537,2221,-
21976,sensory neuron,acetylcholine,0.7458394169807434,-,chemosensory,450509541,SNch01,3240,346,-
22045,sensory neuron,acetylcholine,0.7875754833221436,-,chemosensory,484698028,SNch01,3001,491,-
22045,sensory neuron,acetylcholine,0.7875754833221436,-,chemosensory,484698028,SNch01,3001,491,-
22055,intrinsic neuron,glutamate,0.7116155028343201,02A,chemosensory_unknown,459474454,IN02A044,1915,1028,Runs with 2A in A3 - ant aV
22123,sensory neuron,acetylcholine,0.6600474715232849,-,chemosensory,444937729,SNch01,3527,425,-
22193,intrinsic neuron,glutamate,0.6792911291122437,02A,chemosensory_unknown,444155292,IN02A044,1806,935,-
22247,sensory neuron,acetylcholine,0.7344970703125,-,chemosensory,439656464,SNch01,3188,413,-
22314,intrinsic neuron,glutamate,0.7879443168640137,02A,chemosensory_unknown,443459180,IN02A044,1828,811,aV
22995,sensory neuron,acetylcholine,0.7794892191886902,-,chemosensory,406141647,SNch01,2681,319,-
23392,sensory neuron,acetylcholine,0.6212602853775024,-,chemosensory,390260957,SNch01,2982,316,-
23476,sensory neuron,acetylcholine,0.6957475543022156,-,chemosensory,420076845,SNch01,2843,301,-
23532,sensory neuron,acetylcholine,0.7432100772857666,-,chemosensory,384590231,SNch01,2982,594,-
23532,sensory neuron,acetylcholine,0.7432100772857666,-,chemosensory,384590231,SNch01,2982,594,-
23851,intrinsic neuron,acetylcholine,0.9146054983139038,23B,mixed,462436304,IN23B058,1879,2087,23B in T3 LHS
24165,sensory neuron,acetylcholine,0.7678102850914001,-,chemosensory,378300011,SNch01,2894,303,-
24180,sensory neuron,acetylcholine,0.8273647427558899,-,chemosensory,359128096,SNch01,2709,281,-
24407,intrinsic neuron,acetylcholine,0.9149786233901978,23B,mixed,484484268,IN23B058,1691,1986,23B in T3 LHS
24874,intrinsic neuron,gaba,0.8302377462387085,TBD,chemosensory_unknown,522661272,INXXX369,3694,1368,-
25636,sensory neuron,acetylcholine,0.8279973864555359,-,chemosensory,387969901,SNch01,2563,259,-
25636,sensory neuron,acetylcholine,0.8279973864555359,-,chemosensory,387969901,SNch01,2563,259,-
26160,intrinsic neuron,acetylcholine,0.8660880327224731,23B,mixed,463382776,IN23B060,1826,1889,23B? in T3 LHS; was group 22936
26664,sensory neuron,acetylcholine,0.7523783445358276,-,chemosensory,368848461,SNch01,2461,243,-
26753,intrinsic neuron,glutamate,0.900983989238739,02A,unknown,267545185,IN02A059,1105,614,-
28059,intrinsic neuron,glutamate,0.7424442172050476,02A,chemosensory_unknown,376612679,IN02A044,1462,509,aV
28513,intrinsic neuron,gaba,0.8321582078933716,00A,chemosensory_unknown,704040014,IN00A033,3983,1272,-
28791,intrinsic neuron,gaba,0.7646539211273193,TBD,chemosensory_unknown,431440195,INXXX369,2725,1223,-
39142,intrinsic neuron,gaba,0.7827115654945374,TBD,tactile_unknown,264380354,INXXX429,1171,1187,-
100796,intrinsic neuron,gaba,0.88926762342453,TBD,chemosensory_unknown,653356183,INXXX369,5565,1977,cluster 13620
101763,intrinsic neuron,gaba,0.8238992691040039,TBD,tactile_unknown,392356949,INXXX429,1766,2239,ant aV
102359,intrinsic neuron,acetylcholine,0.929660439491272,01A,chemosensory_unknown,761868735,IN01A045,4150,2079,"aV, ipsi ventral dendrites, contra axon"
102737,intrinsic neuron,acetylcholine,0.9352724552154541,TBD,tactile_unknown,563862025,INXXX331,2880,989,-
102954,intrinsic neuron,gaba,0.7294274568557739,TBD,-,773228041,INXXX287,3532,2707,-
152445,intrinsic neuron,gaba,0.793830394744873,TBD,tactile_unknown,242188706,INXXX429,1093,1132,-
153042,intrinsic neuron,gaba,0.8814340233802795,TBD,tactile_unknown,554138099,INXXX429,2293,2522,-
153820,intrinsic neuron,acetylcholine,0.8809334635734558,23B,mixed,569015232,IN23B060,2327,2880,-
154741,sensory neuron,acetylcholine,0.7745424509048462,-,chemosensory,462272719,SNch01,3464,537,-
154741,sensory neuron,acetylcholine,0.7745424509048462,-,chemosensory,462272719,SNch01,3464,537,-
154889,intrinsic neuron,acetylcholine,0.8826642632484436,23B,mixed,408423178,IN23B060,1858,1629,23B in T3 LHS
154889,intrinsic neuron,acetylcholine,0.8826642632484436,23B,mixed,408423178,IN23B060,1858,1629,23B in T3 LHS
155278,intrinsic neuron,acetylcholine,0.9328480362892151,01A,chemosensory_unknown,526107360,IN01A059,2067,2908,-
163802,sensory neuron,acetylcholine,0.7931068539619446,-,chemosensory,369568061,SNch01,2616,355,-
164113,intrinsic neuron,gaba,0.8653601408004761,TBD,tactile_unknown,206260324,INXXX429,645,682,was: A4; aV heads ventrally along midline
164552,intrinsic neuron,acetylcholine,0.8630427718162537,TBD,unknown,2204796512,INXXX100,8887,11748,-
164572,intrinsic neuron,acetylcholine,0.8539341688156128,TBD,chemosensory_unknown,582122203,INXXX370,3616,1394,-
177843,intrinsic neuron,acetylcholine,0.9384289979934692,09B,tactile_unknown,1933225328,IN09B014,9373,10292,-
10327,ascending neuron,gaba,0.8990495204925537,05B,chemosensory_unknown,4888925789,AN05B004,11594,12780,-
10585,ascending neuron,acetylcholine,0.6933901906013489,05B,proprioceptive_tactile,2486724360,AN05B096,6793,4165,5B? in T3 LHS; 1st pass ECM
10878,ascending neuron,acetylcholine,0.9370914101600647,TBD,mixed,2483657766,ANXXX055,10012,8567,-
11087,intrinsic neuron,acetylcholine,0.9430294632911682,01A,chemosensory_unknown,589595141,IN01A061,2298,2969,-
11296,efferent neuron,acetylcholine,0.5739191174507141,00B,-,1878657079,EN00B013,15,2538,-
11453,efferent neuron,gaba,0.4014788866043091,00B,-,2404405437,EN00B016,22,2881,dorsal
11478,ascending neuron,gaba,0.8758688569068909,01B,tactile_unknown,3062721656,AN01B002,13067,12549,-
11648,intrinsic neuron,acetylcholine,0.9563730955123901,TBD,-,2279961645,INXXX084,8741,5226,-
11670,ascending neuron,gaba,0.9020493030548096,05B,chemosensory_unknown,4470552769,AN05B004,11168,12236,-
11758,ascending neuron,acetylcholine,0.8968434929847717,09B,chemosensory_unknown,2222224884,AN09B018,4768,6716,-
11765,efferent neuron,gaba,0.43569573760032654,00B,-,2182603886,EN00B014,19,2414,-
11810,ascending neuron,acetylcholine,0.9030006527900696,TBD,mixed,2555347806,ANXXX055,10081,8699,-
11839,descending neuron,gaba,0.7862588167190552,NA,tactile_unknown,2237792761,DNxn180,14889,1574,-
11870,intrinsic neuron,acetylcholine,0.9583633542060852,TBD,-,2138325169,INXXX084,8383,4924,-
11873,intrinsic neuron,acetylcholine,0.9635022878646851,TBD,-,2196175505,INXXX084,8508,4949,-
11878,ascending neuron,acetylcholine,0.8680905699729919,09B,chemosensory_unknown,2153030171,AN09B018,4635,6436,-
12295,ascending neuron,acetylcholine,0.9654042720794678,TBD,-,1899110022,ANXXX099,5409,4476,-
12539,ascending neuron,acetylcholine,0.9410874843597412,TBD,-,1784943546,ANXXX099,5565,3806,-
12563,ascending neuron,acetylcholine,0.9425469636917114,01A,chemosensory_unknown,1976740313,AN01A021,8702,7398,"aV, mainly contra"
12574,descending neuron,gaba,0.564406156539917,-,-,1734194522,DNg66,9778,1270,-
12689,intrinsic neuron,gaba,0.9166858792304993,05B,tactile_unknown,1713981164,IN05B036,6623,5629,5B in T2 RHS; 1st pass ECM; sn subtype
12691,intrinsic neuron,acetylcholine,0.9560533165931702,TBD,-,2368720912,INXXX084,8937,4906,-
13190,intrinsic neuron,acetylcholine,0.8296947479248047,TBD,-,1760161382,INXXX149,10910,6251,-
13316,intrinsic neuron,acetylcholine,0.8337713479995728,TBD,-,1542658597,INXXX137,9288,5637,cluster 13620
13534,efferent neuron,acetylcholine,0.40074461698532104,00B,-,1912971359,EN00B018,113,6639,dorsal
13785,intrinsic neuron,acetylcholine,0.8863173723220825,TBD,-,981672531,INXXX239,4292,3273,-
13912,intrinsic neuron,acetylcholine,0.9242687821388245,01A,tactile_unknown,994672508,IN01A048,6665,4740,-
14040,intrinsic neuron,acetylcholine,0.9418187737464905,01A,chemosensory_unknown,574242363,IN01A061,2547,3272,aV mostly contra
14169,intrinsic neuron,acetylcholine,0.9393914341926575,19B,chemosensory_unknown,560321224,IN19B068,3599,1227,pI? fig 8; 19B?
14188,intrinsic neuron,acetylcholine,0.9583793878555298,01A,chemosensory_unknown,527960741,IN01A061,1975,2847,"aV, contra only, was: A5"
14402,intrinsic neuron,acetylcholine,0.9262948036193848,01A,tactile_unknown,723199632,IN01A048,5227,3148,aV mostly contra
14487,ascending neuron,acetylcholine,0.9574224352836609,TBD,chemosensory_unknown,1171534908,ANXXX196,3657,4066,-
14605,intrinsic neuron,gaba,0.8306366801261902,00A,chemosensory_unknown,1425731564,IN00A024,5099,3350,-
14746,intrinsic neuron,acetylcholine,0.9041355848312378,TBD,-,1084613260,INXXX212,4431,2538,-
14961,ascending neuron,acetylcholine,0.9152259826660156,09B,chemosensory_unknown,2194236769,AN09B018,6685,8039,arbours almost completely contralateral to soma
15019,ascending neuron,acetylcholine,0.9219996929168701,09B,chemosensory_unknown,1373781702,AN09B018,2751,3614,-
15058,intrinsic neuron,acetylcholine,0.9361292719841003,TBD,-,888090095,INXXX231,5326,2336,-
15190,intrinsic neuron,acetylcholine,0.8670442700386047,TBD,-,1032385990,INXXX239,4417,3705,-
15263,sensory neuron,acetylcholine,0.6675537824630737,-,chemosensory,461771617,SNch01,3498,571,-
15363,ascending neuron,acetylcholine,0.9419374465942383,09B,chemosensory_unknown,1355027248,AN09B018,2801,3496,-
15760,intrinsic neuron,gaba,0.7734110355377197,00A,chemosensory_unknown,617566132,IN00A033,3143,1404,could be midline
15799,intrinsic neuron,acetylcholine,0.9461296200752258,01A,chemosensory_unknown,549128598,IN01A059,1943,2926,"aV, contra only"
15860,intrinsic neuron,gaba,0.8474143147468567,TBD,unknown,930052300,INXXX243,5878,3349,-
15915,sensory neuron,acetylcholine,0.5494201183319092,-,chemosensory,307115538,SNch01,2947,260,-
15920,ascending neuron,acetylcholine,0.8605040311813354,09B,chemosensory_unknown,900485673,AN09B018,1464,2459,-
15930,intrinsic neuron,acetylcholine,0.9444434642791748,01A,-,920724694,IN01A044,4273,2164,-
15935,intrinsic neuron,gaba,0.713293731212616,00A,-,926915071,IN00A027,4178,2542,-
16010,intrinsic neuron,acetylcholine,0.961642324924469,01A,-,910861434,IN01A046,4420,2274,aV contra only
16069,intrinsic neuron,acetylcholine,0.9524257779121399,01A,-,902946414,IN01A043,4949,2135,"aV, ipsi dendrites, contra axons; 1A?"
16084,intrinsic neuron,gaba,0.8726853728294373,TBD,-,788893095,INXXX305,6241,2024,was: group 16084
16163,intrinsic neuron,gaba,0.7797746062278748,00A,-,892181717,IN00A027,4346,2975,-
16270,intrinsic neuron,acetylcholine,0.97419673204422,01A,unknown,490980738,IN01A065,1798,2410,-
16320,intrinsic neuron,glutamate,0.9396288990974426,TBD,-,873037291,INXXX279,4638,1541,-
16442,intrinsic neuron,acetylcholine,0.8985395431518555,TBD,unknown,1931294376,INXXX100,9148,9103,-
16516,intrinsic neuron,acetylcholine,0.9387472867965698,01A,chemosensory_unknown,845930472,IN01A045,4996,2466,"aV, ipsi ventral dendrites, contra axons"
16621,intrinsic neuron,gaba,0.5594451427459717,00A,chemosensory_unknown,913459445,IN00A033,3943,2207,aV
16684,intrinsic neuron,acetylcholine,0.911861002445221,01A,chemosensory_unknown,828129342,IN01A045,5036,2190,"aV, ipsi ventral dendrites, contra axons"
16976,ascending neuron,acetylcholine,0.7936347723007202,09B,unknown,952740702,AN09B037,421,1855,9B? ECM; runs with 19A
17241,intrinsic neuron,acetylcholine,0.9228537082672119,01A,-,821156244,IN01A046,4205,2379,aV contra
17477,intrinsic neuron,gaba,0.639743447303772,00A,chemosensory_unknown,645619627,IN00A024,3292,1381,-
17904,intrinsic neuron,acetylcholine,0.9519915580749512,01A,chemosensory_unknown,710867245,IN01A045,4353,2275,"aV, ipsi ventral dendrites, contra axon"
18033,ascending neuron,acetylcholine,0.9079793095588684,TBD,-,931338146,ANXXX254,2227,1673,-
18531,intrinsic neuron,acetylcholine,0.7846391201019287,TBD,-,969871200,INXXX244,3903,2091,-
18660,intrinsic neuron,gaba,0.8622843623161316,05B,mixed,750761669,IN05B028,2424,3317,was: A4
18706,intrinsic neuron,acetylcholine,0.9096922278404236,01A,chemosensory_unknown,646886107,IN01A061,3038,3653,"aV, mainly contra"
18847,intrinsic neuron,gaba,0.8929450511932373,TBD,unknown,934749403,INXXX256,3749,2148,-
18975,intrinsic neuron,acetylcholine,0.9321007132530212,01A,unknown,472287018,IN01A065,1765,2845,-
19003,intrinsic neuron,gaba,0.9584843516349792,TBD,-,823733945,INXXX268,1880,2097,-
19258,intrinsic neuron,gaba,0.7950581312179565,TBD,unknown,731229116,INXXX253,2784,3456,-
19264,intrinsic neuron,acetylcholine,0.932237446308136,01A,chemosensory_unknown,603217410,IN01A045,4193,2154,"was: A3; aV, ipsi ventral dendrites, contra axon"
19491,intrinsic neuron,gaba,0.6955551505088806,00A,chemosensory_unknown,613036145,IN00A024,2934,1309,-
19895,intrinsic neuron,gaba,0.8741707801818848,TBD,-,561123860,INXXX375,1420,1312,-
20129,ascending neuron,acetylcholine,0.8794668316841125,09B,chemosensory_unknown,1060795929,AN09B018,1779,3361,-
20558,intrinsic neuron,acetylcholine,0.9102005362510681,01A,chemosensory_unknown,529772843,IN01A059,2426,3262,aV contra
20574,intrinsic neuron,gaba,0.7167448401451111,00A,chemosensory_unknown,717543091,IN00A024,3447,1052,was: 14A
20604,intrinsic neuron,gaba,0.8141577839851379,00A,-,937252714,IN00A027,4418,3474,-
20669,intrinsic neuron,acetylcholine,0.8574352860450745,03A,-,527714949,IN03A082,2690,1492,3A in T3 LHS
20693,intrinsic neuron,acetylcholine,0.8631024956703186,TBD,chemosensory_unknown,576633271,INXXX370,3612,1343,-
20762,intrinsic neuron,gaba,0.5239341855049133,TBD,-,514581159,INXXX382,2227,1880,was: A6
20804,intrinsic neuron,gaba,0.8381004333496094,TBD,-,643587230,INXXX287,2943,2741,-
20846,intrinsic neuron,acetylcholine,0.9367903470993042,01A,chemosensory_unknown,512185881,IN01A061,2017,3284,"aV, contra only, was: A5"
21669,ascending neuron,acetylcholine,0.8850222826004028,09B,unknown,962910520,AN09B037,481,1892,was A5
21750,descending neuron,gaba,0.6132360696792603,NA,tactile_unknown,1519223575,DNxn180,11343,1101,-
21781,intrinsic neuron,gaba,0.8855622410774231,TBD,-,609149585,INXXX287,2537,2221,-
21971,intrinsic neuron,gaba,0.7027272582054138,TBD,-,459259501,INXXX409,2380,702,-
21976,sensory neuron,acetylcholine,0.7458394169807434,-,chemosensory,450509541,SNch01,3240,346,-
22045,sensory neuron,acetylcholine,0.7875754833221436,-,chemosensory,484698028,SNch01,3001,491,-
22090,sensory neuron,acetylcholine,0.8019856214523315,-,chemosensory,483269677,SNch01,3370,576,-
22247,sensory neuron,acetylcholine,0.7344970703125,-,chemosensory,439656464,SNch01,3188,413,-
22360,intrinsic neuron,acetylcholine,0.9594078063964844,01A,unknown,602553917,IN01A065,2875,3368,-
22564,intrinsic neuron,gaba,0.8444457650184631,TBD,unknown,1014174008,INXXX316,6167,7019,-
22594,ascending neuron,acetylcholine,0.9291706681251526,09B,chemosensory_unknown,2166200852,AN09B018,6178,8365,-
22613,sensory neuron,acetylcholine,0.5445711612701416,-,chemosensory,423527156,SNch01,3813,489,-
22719,sensory neuron,acetylcholine,0.7120047807693481,-,chemosensory,414988612,SNch01,3167,423,-
22995,sensory neuron,acetylcholine,0.7794892191886902,-,chemosensory,406141647,SNch01,2681,319,-
23242,sensory neuron,acetylcholine,0.8455085754394531,-,chemosensory,396692071,SNch01,4191,176,-
23329,intrinsic neuron,gaba,0.7749475836753845,00A,chemosensory_unknown,545407125,IN00A033,2607,1242,could be midline
23392,sensory neuron,acetylcholine,0.6212602853775024,-,chemosensory,390260957,SNch01,2982,316,-
23684,sensory neuron,acetylcholine,0.5879998207092285,-,chemosensory,378868330,SNch01,3403,326,-
23757,intrinsic neuron,acetylcholine,0.7659229040145874,TBD,chemosensory_unknown,561449660,INXXX370,3192,1467,-
24180,sensory neuron,acetylcholine,0.8273647427558899,-,chemosensory,359128096,SNch01,2709,281,-
24183,intrinsic neuron,gaba,0.6253359913825989,TBD,-,480443896,INXXX382,2087,1898,-
24449,intrinsic neuron,acetylcholine,0.772436797618866,TBD,chemosensory_unknown,566910327,INXXX370,3244,1719,-
25586,sensory neuron,acetylcholine,0.4948149621486664,-,chemosensory,306111793,SNch01,3068,282,-
100796,intrinsic neuron,gaba,0.88926762342453,TBD,chemosensory_unknown,653356183,INXXX369,5565,1977,cluster 13620
101602,intrinsic neuron,glutamate,0.9398437738418579,02A,unknown,198333361,IN02A059,675,361,-
102359,intrinsic neuron,acetylcholine,0.929660439491272,01A,chemosensory_unknown,761868735,IN01A045,4150,2079,"aV, ipsi ventral dendrites, contra axon"
102675,intrinsic neuron,glutamate,0.875190019607544,14A,-,680153071,IN14A020,4315,1244,pred glut; post aV
102737,intrinsic neuron,acetylcholine,0.9352724552154541,TBD,tactile_unknown,563862025,INXXX331,2880,989,-
152358,intrinsic neuron,gaba,0.591327428817749,TBD,-,598179284,INXXX382,2724,2046,-
153874,intrinsic neuron,acetylcholine,0.8210230469703674,TBD,-,971220564,INXXX244,3878,2236,-
154492,intrinsic neuron,gaba,0.6302087306976318,TBD,-,537460612,INXXX382,2570,2014,was A5
154741,sensory neuron,acetylcholine,0.7745424509048462,-,chemosensory,462272719,SNch01,3464,537,-
154889,intrinsic neuron,acetylcholine,0.8826642632484436,23B,mixed,408423178,IN23B060,1858,1629,23B in T3 LHS
155278,intrinsic neuron,acetylcholine,0.9328480362892151,01A,chemosensory_unknown,526107360,IN01A059,2067,2908,-
162621,intrinsic neuron,acetylcholine,0.9513570666313171,TBD,-,752816921,INXXX297,5446,1726,-
163348,intrinsic neuron,gaba,0.9111496806144714,TBD,unknown,244291794,INXXX455,877,934,aV
164113,intrinsic neuron,gaba,0.8653601408004761,TBD,tactile_unknown,206260324,INXXX429,645,682,was: A4; aV heads ventrally along midline
164552,intrinsic neuron,acetylcholine,0.8630427718162537,TBD,unknown,2204796512,INXXX100,8887,11748,-
164572,intrinsic neuron,acetylcholine,0.8539341688156128,TBD,chemosensory_unknown,582122203,INXXX370,3616,1394,-
10149,ascending neuron,acetylcholine,0.8532553911209106,TBD,tactile_unknown,3745362043,ANXXX027,7647,16777,-
10327,ascending neuron,gaba,0.8990495204925537,05B,chemosensory_unknown,4888925789,AN05B004,11594,12780,-
10327,ascending neuron,gaba,0.8990495204925537,05B,chemosensory_unknown,4888925789,AN05B004,11594,12780,-
10878,ascending neuron,acetylcholine,0.9370914101600647,TBD,mixed,2483657766,ANXXX055,10012,8567,-
10878,ascending neuron,acetylcholine,0.9370914101600647,TBD,mixed,2483657766,ANXXX055,10012,8567,-
11185,intrinsic neuron,gaba,0.8249784111976624,TBD,mixed,2944987259,INXXX044,14119,10770,-
11185,intrinsic neuron,gaba,0.8249784111976624,TBD,mixed,2944987259,INXXX044,14119,10770,-
11358,ascending neuron,acetylcholine,0.6811413168907166,05B,proprioceptive_tactile,2514377091,AN05B096,6279,4149,5B in T3 RHS; ECM
11358,ascending neuron,acetylcholine,0.6811413168907166,05B,proprioceptive_tactile,2514377091,AN05B096,6279,4149,5B in T3 RHS; ECM
11387,ascending neuron,gaba,0.7646703124046326,05B,tactile_unknown,3358898090,AN05B009,17610,14636,cluster 11387; same neuromere as group 19868
11448,intrinsic neuron,acetylcholine,0.7213810086250305,TBD,mixed,1005716282,INXXX224,4937,2259,-
11448,intrinsic neuron,acetylcholine,0.7213810086250305,TBD,mixed,1005716282,INXXX224,4937,2259,-
11670,ascending neuron,gaba,0.9020493030548096,05B,chemosensory_unknown,4470552769,AN05B004,11168,12236,-
11670,ascending neuron,gaba,0.9020493030548096,05B,chemosensory_unknown,4470552769,AN05B004,11168,12236,-
11670,ascending neuron,gaba,0.9020493030548096,05B,chemosensory_unknown,4470552769,AN05B004,11168,12236,-
11695,intrinsic neuron,acetylcholine,0.852316677570343,TBD,unknown,2225303836,INXXX100,9460,12170,-
11758,ascending neuron,acetylcholine,0.8968434929847717,09B,chemosensory_unknown,2222224884,AN09B018,4768,6716,-
11758,ascending neuron,acetylcholine,0.8968434929847717,09B,chemosensory_unknown,2222224884,AN09B018,4768,6716,-
11758,ascending neuron,acetylcholine,0.8968434929847717,09B,chemosensory_unknown,2222224884,AN09B018,4768,6716,-
11789,ascending neuron,acetylcholine,0.9197999238967896,05B,-,2299171807,AN05B097,4960,2134,-
11821,ascending neuron,acetylcholine,0.9553871154785156,17A,tactile_unknown,2444545811,AN17A018,8582,7078,-
11878,ascending neuron,acetylcholine,0.8680905699729919,09B,chemosensory_unknown,2153030171,AN09B018,4635,6436,-
